CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15388,271,1,140.54,1,1,1,111,Lost
15389,173,1,500.0,2,1,3,213,Others
15392,5,4,1535.53,5,4,4,544,Loyal Customers
15393,17,2,231.86,4,3,1,431,Promising
15394,10,4,2183.54,5,4,5,545,Loyal Customers
15395,326,1,107.45,1,1,1,111,Lost
15396,113,1,288.18,2,1,2,212,Lost
15397,290,1,94.0,1,1,1,111,Lost
15398,17,2,1345.53,4,3,4,434,Potential Loyalist
15399,2,3,815.77,5,3,3,533,New Customers
15400,93,5,716.2,2,4,3,243,Hibernating
15402,149,2,626.35,2,3,3,233,Hibernating
15405,190,1,349.1,1,1,2,112,Lost
15406,32,2,510.71,4,3,3,433,Potential Loyalist
15407,34,4,1046.74,3,4,4,344,Potential Loyalist
15408,265,1,267.18,1,1,2,112,Lost
15410,85,8,3450.84,2,5,5,255,At Risk
15411,27,4,1348.93,4,4,4,444,Potential Loyalist
15412,172,1,190.53,2,1,1,211,Lost
15414,10,3,774.9,5,3,3,533,New Customers
15415,314,1,559.61,1,1,3,113,Others
15416,65,4,3984.32,3,4,5,345,Potential Loyalist
15417,86,1,508.8,2,1,3,213,Others
15419,25,1,135.86,4,1,1,411,Need Attention
15421,59,4,950.36,3,4,4,344,Potential Loyalist
15422,324,2,97.7,1,3,1,131,Hibernating
15423,39,1,43.5,3,1,1,311,Need Attention
15424,255,2,383.34,1,3,2,132,Hibernating
15426,20,5,1404.07,4,4,4,444,Potential Loyalist
15427,34,3,1430.54,3,3,4,334,Potential Loyalist
15428,16,1,93.78,4,1,1,411,Need Attention
15429,27,2,397.35,4,3,2,432,Promising
15432,24,1,171.19,4,1,1,411,Need Attention
15433,214,2,533.3,1,3,3,133,Hibernating
15434,9,5,1041.48,5,4,4,544,Loyal Customers
15435,23,1,149.29,4,1,1,411,Need Attention
15436,13,3,1067.75,5,3,4,534,Others
15437,263,1,200.16,1,1,1,111,Lost
15438,132,1,156.57999999999998,2,1,1,211,Lost
15440,55,3,383.68,3,3,2,332,Others
15442,249,1,594.0,1,1,3,113,Others
15443,2,7,3213.59,5,5,5,555,Champions
15444,10,2,1411.21,5,3,4,534,Others
15445,265,1,113.5,1,1,1,111,Lost
15447,331,1,155.17,1,1,1,111,Lost
15448,313,1,494.64,1,1,3,113,Others
15449,27,3,974.52,4,3,4,434,Potential Loyalist
15450,31,1,429.84,4,1,2,412,Need Attention
15452,30,3,528.48,4,3,3,433,Potential Loyalist
15453,2,7,1371.77,5,5,4,554,Loyal Customers
15454,363,1,179.1,1,1,1,111,Lost
15456,284,3,434.59,1,3,2,132,Hibernating
15457,263,1,237.07,1,1,1,111,Lost
15458,26,1,161.64,4,1,1,411,Need Attention
15460,355,1,214.26,1,1,1,111,Lost
15462,95,3,234.6,2,3,1,231,Hibernating
15463,30,1,126.14,4,1,1,411,Need Attention
15464,339,1,1044.65,1,1,4,114,Others
15465,20,18,7354.62,4,5,5,455,Potential Loyalist
15466,86,1,334.53,2,1,2,212,Lost
15467,10,3,524.88,5,3,3,533,New Customers
15468,52,2,467.51,3,3,2,332,Others
15469,51,2,538.55,3,3,3,333,Potential Loyalist
15471,3,1,454.48,5,1,2,512,Need Attention
15472,114,1,371.56,2,1,2,212,Lost
15473,15,7,1771.2,5,5,4,554,Loyal Customers
15475,78,1,454.11,2,1,2,212,Lost
15478,41,2,1399.92,3,3,4,334,Potential Loyalist
15480,117,1,905.5,2,1,3,213,Others
15482,16,11,10839.76,4,5,5,455,Potential Loyalist
15483,162,4,225.26,2,4,1,241,Hibernating
15484,2,4,3590.41,5,4,5,545,Loyal Customers
15485,31,3,2564.5,4,3,5,435,Potential Loyalist
15488,93,1,91.32,2,1,1,211,Lost
15489,23,3,1134.28,4,3,4,434,Potential Loyalist
15491,96,6,3100.09,2,5,5,255,At Risk
15492,29,2,659.46,4,3,3,433,Potential Loyalist
15493,33,5,1953.41,4,4,4,444,Potential Loyalist
15494,22,2,1280.58,4,3,4,434,Potential Loyalist
15497,18,2,1262.2,4,3,4,434,Potential Loyalist
15498,3,27,13316.4,5,5,5,555,Champions
15500,9,4,1131.56,5,4,4,544,Loyal Customers
15502,16,10,6923.98,4,5,5,455,Potential Loyalist
15503,363,1,141.04,1,1,1,111,Lost
15504,82,1,52.83,2,1,1,211,Lost
15505,53,5,3610.96,3,4,5,345,Potential Loyalist
15506,23,3,972.08,4,3,4,434,Potential Loyalist
15507,172,1,475.86,2,1,2,212,Lost
15508,190,6,1000.27,1,5,4,154,At Risk
15510,331,1,250.0,1,1,2,112,Lost
15511,12,5,900.53,5,4,3,543,Others
15512,156,2,121.0,2,3,1,231,Hibernating
15513,34,19,14758.22,3,5,5,355,Potential Loyalist
15514,13,11,4023.72,5,5,5,555,Champions
15516,45,3,62.43,3,3,1,331,Others
15517,234,1,267.03,1,1,2,112,Lost
15518,65,8,1921.55,3,5,4,354,Potential Loyalist
15520,2,1,343.5,5,1,2,512,Need Attention
15521,41,8,3000.2,3,5,5,355,Potential Loyalist
15522,33,2,397.99,4,3,2,432,Promising
15523,85,1,412.01,2,1,2,212,Lost
15524,25,1,440.0,4,1,2,412,Need Attention
15525,3,3,731.87,5,3,3,533,New Customers
15526,34,2,148.44,3,3,1,331,Others
15527,19,8,2428.53,4,5,5,455,Potential Loyalist
15528,255,1,229.33,1,1,1,111,Lost
15529,23,11,3960.05,4,5,5,455,Potential Loyalist
15530,22,4,1497.31,4,4,4,444,Potential Loyalist
15531,9,2,1972.39,5,3,4,534,Others
15532,26,4,1554.83,4,4,4,444,Potential Loyalist
15533,20,3,807.57,4,3,3,433,Potential Loyalist
15535,174,4,502.9,2,4,3,243,Hibernating
15537,164,1,110.92,2,1,1,211,Lost
15539,8,1,538.46,5,1,3,513,New Customers
15540,12,1,213.3,5,1,1,511,Need Attention
15541,115,1,85.13,2,1,1,211,Lost
15543,289,1,127.86,1,1,1,111,Lost
15544,10,9,3546.71,5,5,5,555,Champions
15545,55,2,288.97,3,3,2,332,Others
15547,8,14,4910.6,5,5,5,555,Champions
15549,78,3,1677.71,2,3,4,234,Others
15550,5,4,575.63,5,4,3,543,Others
15551,37,1,436.06,3,1,2,312,Need Attention
15552,218,1,90.12,1,1,1,111,Lost
15553,61,1,428.93,3,1,2,312,Need Attention
15554,278,1,217.2,1,1,1,111,Lost
15555,13,16,4791.87,5,5,5,555,Champions
15556,25,1,279.77,4,1,2,412,Need Attention
15557,29,1,468.91,4,1,2,412,Need Attention
15561,12,4,800.59,5,4,3,543,Others
15562,352,1,134.55,1,1,1,111,Lost
15563,23,3,1361.44,4,3,4,434,Potential Loyalist
15565,51,2,173.16,3,3,1,331,Others
15567,19,1,186.01,4,1,1,411,Need Attention
15568,3,3,758.29,5,3,3,533,New Customers
15569,104,5,1375.71,2,4,4,244,At Risk
15570,8,12,4148.82,5,5,5,555,Champions
15571,12,4,650.4300000000001,5,4,3,543,Others
15572,5,7,2533.42,5,5,5,555,Champions
15573,32,2,583.24,4,3,3,433,Potential Loyalist
15574,178,4,675.64,2,4,3,243,Hibernating
15576,38,1,921.37,3,1,3,313,Others
15577,152,3,258.88,2,3,2,232,Hibernating
15578,163,1,127.1,2,1,1,211,Lost
15579,69,2,327.6,3,3,2,332,Others
15581,157,10,717.43,2,5,3,253,Others
15582,25,3,682.91,4,3,3,433,Potential Loyalist
15584,24,4,720.86,4,4,3,443,Potential Loyalist
15585,177,1,455.3,2,1,2,212,Lost
15587,51,4,913.68,3,4,3,343,Potential Loyalist
15589,256,3,478.53,1,3,2,132,Hibernating
15592,47,1,388.58,3,1,2,312,Need Attention
15593,71,1,199.8,3,1,1,311,Need Attention
15594,16,5,1771.78,4,4,4,444,Potential Loyalist
15596,101,5,1406.59,2,4,4,244,At Risk
15597,36,1,324.57,3,1,2,312,Need Attention
15598,54,1,240.68,3,1,1,311,Need Attention
15599,27,2,761.74,4,3,3,433,Potential Loyalist
15601,12,14,6776.56,5,5,5,555,Champions
15602,9,9,1297.87,5,5,4,554,Loyal Customers
15603,79,1,48.48,2,1,1,211,Lost
15604,53,1,216.39,3,1,1,311,Need Attention
15605,37,5,1198.23,3,4,4,344,Potential Loyalist
15606,62,9,2920.16,3,5,5,355,Potential Loyalist
15607,337,1,104.76,1,1,1,111,Lost
15608,29,4,1093.68,4,4,4,444,Potential Loyalist
15609,185,1,298.48,1,1,2,112,Lost
15610,52,1,112.46,3,1,1,311,Need Attention
15611,10,11,1570.45,5,5,4,554,Loyal Customers
15612,37,2,195.15,3,3,1,331,Others
15615,11,23,10399.74,5,5,5,555,Champions
15618,33,4,776.85,4,4,3,443,Potential Loyalist
15619,11,1,336.4,5,1,2,512,Need Attention
15620,57,3,1553.18,3,3,4,334,Potential Loyalist
15621,5,4,1293.03,5,4,4,544,Loyal Customers
15622,44,9,3709.56,3,5,5,355,Potential Loyalist
15623,142,1,301.03000000000003,2,1,2,212,Lost
15624,117,4,588.13,2,4,3,243,Hibernating
15625,104,4,1534.26,2,4,4,244,At Risk
15626,75,2,675.8,2,3,3,233,Hibernating
15628,5,9,2870.24,5,5,5,555,Champions
15630,46,2,1186.35,3,3,4,334,Potential Loyalist
15632,16,8,3285.31,4,5,5,455,Potential Loyalist
15634,18,1,243.55,4,1,1,411,Need Attention
15636,90,2,724.76,2,3,3,233,Hibernating
15637,53,1,223.36,3,1,1,311,Need Attention
15639,135,1,425.32,2,1,2,212,Lost
15640,5,15,12416.11,5,5,5,555,Champions
15641,106,4,1887.2,2,4,4,244,At Risk
15643,192,3,664.0,1,3,3,133,Hibernating
15644,167,4,803.54,2,4,3,243,Hibernating
15645,19,1,611.59,4,1,3,413,Promising
15646,158,3,447.64,2,3,2,232,Hibernating
15648,205,2,639.5,1,3,3,133,Hibernating
15649,337,2,816.0,1,3,3,133,Hibernating
15651,37,3,646.3000000000001,3,3,3,333,Potential Loyalist
15652,92,1,337.74,2,1,2,212,Lost
15653,93,2,877.44,2,3,3,233,Hibernating
15654,10,2,922.53,5,3,4,534,Others
15655,244,1,560.67,1,1,3,113,Others
15656,46,4,748.5,3,4,3,343,Potential Loyalist
15657,23,1,30.0,4,1,1,411,Need Attention
15658,191,5,1024.1,1,4,4,144,At Risk
15659,44,1,306.45,3,1,2,312,Need Attention
15660,26,9,1600.86,4,5,4,454,Potential Loyalist
15661,318,2,309.8,1,3,2,132,Hibernating
15663,107,1,138.14,2,1,1,211,Lost
15664,51,1,386.43,3,1,2,312,Need Attention
15665,169,2,2222.21,2,3,5,235,Others
15667,40,1,301.32,3,1,2,312,Need Attention
15668,218,1,76.32,1,1,1,111,Lost
15669,41,4,684.34,3,4,3,343,Potential Loyalist
15670,297,1,173.05,1,1,1,111,Lost
15671,19,7,2657.13,4,5,5,455,Potential Loyalist
15673,89,4,2726.23,2,4,5,245,At Risk
15674,74,4,2111.89,2,4,5,245,At Risk
15675,82,3,323.69,2,3,2,232,Hibernating
15676,19,3,3435.76,4,3,5,435,Potential Loyalist
15677,50,1,657.23,3,1,3,313,Others
15678,53,1,352.7,3,1,2,312,Need Attention
15679,25,4,781.28,4,4,3,443,Potential Loyalist
15680,10,3,1333.68,5,3,4,534,Others
15681,26,5,1426.16,4,4,4,444,Potential Loyalist
15683,118,1,193.75,2,1,1,211,Lost
15687,9,9,2993.1,5,5,5,555,Champions
15689,120,2,254.1,2,3,2,232,Hibernating
15690,5,2,239.76,5,3,1,531,New Customers
15691,253,1,136.8,1,1,1,111,Lost
15692,29,1,191.04,4,1,1,411,Need Attention
15694,1,13,6464.4,5,5,5,555,Champions
15695,267,2,409.98,1,3,2,132,Hibernating
15696,34,8,2711.11,3,5,5,355,Potential Loyalist
15699,18,1,309.65,4,1,2,412,Need Attention
15700,173,2,696.68,2,3,3,233,Hibernating
15701,3,4,1529.0,5,4,4,544,Loyal Customers
15703,265,1,211.5,1,1,1,111,Lost
15704,141,4,2293.62,2,4,5,245,At Risk
15705,202,1,143.1,1,1,1,111,Lost
15706,64,4,1060.56,3,4,4,344,Potential Loyalist
15707,36,4,916.98,3,4,3,343,Potential Loyalist
15708,41,7,3235.25,3,5,5,355,Potential Loyalist
15709,284,1,133.25,1,1,1,111,Lost
15712,10,5,1072.36,5,4,4,544,Loyal Customers
15713,144,2,356.7,2,3,2,232,Hibernating
15714,12,2,330.03,5,3,2,532,New Customers
15716,146,4,1101.11,2,4,4,244,At Risk
15717,235,1,150.3,1,1,1,111,Lost
15719,33,13,5028.42,4,5,5,455,Potential Loyalist
15720,25,1,598.73,4,2,3,423,Promising
15721,12,1,471.4,5,2,2,522,Need Attention
15722,36,5,2211.21,3,4,5,345,Potential Loyalist
15723,365,1,190.7,1,2,1,121,Lost
15724,202,2,218.25,1,3,1,131,Hibernating
15725,16,1,415.25,4,2,2,422,Need Attention
15727,17,7,5159.06,4,5,5,455,Potential Loyalist
15729,213,1,85.0,1,2,1,121,Lost
15730,66,3,1120.88,3,4,4,344,Potential Loyalist
15732,213,2,294.12,1,3,2,132,Hibernating
15733,283,1,162.3,1,2,1,121,Lost
15734,115,2,1339.45,2,3,4,234,Others
15737,15,8,1188.12,5,5,4,554,Loyal Customers
15738,19,16,4812.42,4,5,5,455,Potential Loyalist
15739,67,1,449.12,3,2,2,322,Need Attention
15740,50,1,154.88,3,2,1,321,Need Attention
15743,17,4,775.96,4,4,3,443,Potential Loyalist
15744,78,1,34.8,2,2,1,221,Lost
15745,20,4,1094.59,4,4,4,444,Potential Loyalist
15746,135,1,196.88,2,2,1,221,Lost
15747,13,3,946.64,5,4,4,544,Loyal Customers
15748,41,1,144.36,3,2,1,321,Need Attention
15749,236,3,44534.3,1,4,5,145,At Risk
15750,3,8,2463.05,5,5,5,555,Champions
15752,40,7,2626.6,3,5,5,355,Potential Loyalist
15753,305,1,79.2,1,2,1,121,Lost
15754,52,3,458.57,3,4,2,342,Others
15755,11,6,2364.25,5,5,5,555,Champions
15756,62,4,528.01,3,4,3,343,Potential Loyalist
15757,66,2,714.42,3,3,3,333,Potential Loyalist
15758,25,1,205.25,4,2,1,421,Need Attention
15759,219,3,253.04,1,4,2,142,Hibernating
15762,66,2,583.75,3,3,3,333,Potential Loyalist
15763,32,2,1086.92,4,3,4,434,Potential Loyalist
15764,89,6,3279.97,2,5,5,255,At Risk
15766,65,1,315.06,3,2,2,322,Need Attention
15768,116,3,621.83,2,4,3,243,Hibernating
15769,8,26,56252.72,5,5,5,555,Champions
15773,6,1,635.6800000000001,5,2,3,523,New Customers
15774,69,1,270.8,3,2,2,322,Need Attention
15775,246,1,104.9,1,2,1,121,Lost
15776,134,1,241.62,2,2,1,221,Lost
15777,242,4,1047.11,1,4,4,144,At Risk
15780,184,3,475.28,1,4,2,142,Hibernating
15781,26,3,345.46,4,4,2,442,Others
15782,10,3,2614.74,5,4,5,545,Loyal Customers
15783,11,1,246.3,5,2,2,522,Need Attention
15785,33,5,2328.9700000000003,4,4,5,445,Potential Loyalist
15786,47,3,4919.0,3,4,5,345,Potential Loyalist
15787,27,3,933.26,4,4,4,444,Potential Loyalist
15789,359,1,351.3,1,2,2,122,Lost
15790,11,1,218.75,5,2,1,521,Need Attention
15791,44,2,1612.69,3,3,4,334,Potential Loyalist
15793,15,3,965.61,5,4,4,544,Loyal Customers
15795,150,1,610.01,2,2,3,223,Others
15796,2,8,2707.61,5,5,5,555,Champions
15797,114,3,2192.4,2,4,5,245,At Risk
15799,76,3,884.14,2,4,3,243,Hibernating
15800,108,2,696.89,2,3,3,233,Hibernating
15801,47,3,1063.95,3,4,4,344,Potential Loyalist
15803,52,1,415.82,3,2,2,322,Need Attention
15804,1,13,4206.39,5,5,5,555,Champions
15805,24,17,5488.18,4,5,5,455,Potential Loyalist
15806,47,3,784.58,3,4,3,343,Potential Loyalist
15807,51,3,903.9,3,4,3,343,Potential Loyalist
15808,307,4,3651.27,1,4,5,145,At Risk
15809,37,5,515.77,3,4,3,343,Potential Loyalist
15810,79,4,1391.98,2,4,4,244,At Risk
15811,23,6,2218.62,4,5,5,455,Potential Loyalist
15812,108,5,1801.14,2,4,4,244,At Risk
15813,208,2,1303.91,1,3,4,134,Others
15814,17,4,1945.33,4,4,4,444,Potential Loyalist
15815,64,5,2100.6,3,4,5,345,Potential Loyalist
15819,50,4,1905.45,3,4,4,344,Potential Loyalist
15820,320,1,206.98,1,2,1,121,Lost
15821,45,2,570.96,3,3,3,333,Potential Loyalist
15822,4,2,885.47,5,3,3,533,New Customers
15825,173,1,532.94,2,2,3,223,Others
15826,57,3,1654.31,3,4,4,344,Potential Loyalist
15827,74,14,1836.09,2,5,4,254,At Risk
15829,100,2,636.14,2,3,3,233,Hibernating
15830,38,1,576.0,3,2,3,323,Others
15831,59,3,794.64,3,4,3,343,Potential Loyalist
15832,255,1,836.79,1,2,3,123,Others
15834,71,4,2222.65,3,4,5,345,Potential Loyalist
15835,45,4,954.09,3,4,4,344,Potential Loyalist
15836,51,1,137.37,3,2,1,321,Need Attention
15837,65,1,391.98,3,2,2,322,Need Attention
15838,12,19,33643.08,5,5,5,555,Champions
15839,34,3,1048.49,3,4,4,344,Potential Loyalist
15840,59,2,355.56,3,3,2,332,Others
15841,73,4,1224.06,2,4,4,244,At Risk
15843,304,1,118.95,1,2,1,121,Lost
15844,47,1,130.74,3,2,1,321,Need Attention
15845,18,8,3711.77,4,5,5,455,Potential Loyalist
15847,39,2,389.27,3,3,2,332,Others
15850,20,2,234.88,4,3,1,431,Promising
15852,187,2,160.71,1,3,1,131,Hibernating
15853,52,1,110.8,3,2,1,321,Need Attention
15854,5,12,2969.12,5,5,5,555,Champions
15855,137,5,712.24,2,4,3,243,Hibernating
15856,5,27,16142.38,5,5,5,555,Champions
15857,19,1,297.0,4,2,2,422,Need Attention
15858,16,5,1427.57,4,4,4,444,Potential Loyalist
15860,41,8,965.16,3,5,4,354,Potential Loyalist
15861,13,8,3146.92,5,5,5,555,Champions
15862,9,4,832.88,5,4,3,543,Others
15863,26,2,68.84,4,3,1,431,Promising
15864,23,6,1936.32,4,5,4,454,Potential Loyalist
15865,41,3,895.13,3,4,3,343,Potential Loyalist
15866,102,1,211.89,2,2,1,221,Lost
15867,6,15,3803.6,5,5,5,555,Champions
15869,278,2,149.64,1,3,1,131,Hibernating
15870,33,1,351.44,4,2,2,422,Need Attention
15872,15,2,316.25,5,3,2,532,New Customers
15874,64,7,4405.88,3,5,5,355,Potential Loyalist
15877,2,2,490.33,5,3,3,533,New Customers
15880,370,1,329.03,1,2,2,122,Lost
15881,313,5,501.39,1,4,3,143,Hibernating
15882,199,4,514.08,1,4,3,143,Hibernating
15883,3,2,396.48,5,3,2,532,New Customers
15885,94,1,349.35,2,2,2,222,Lost
15886,61,1,181.09,3,2,1,321,Need Attention
15888,81,1,162.64,2,2,1,221,Lost
15889,157,2,400.77,2,3,2,232,Hibernating
15891,227,1,509.13,1,2,3,123,Others
15894,254,2,257.6,1,3,2,132,Hibernating
15895,150,1,179.17,2,2,1,221,Lost
15897,195,2,208.59,1,3,1,131,Hibernating
15898,2,5,1383.83,5,4,4,544,Loyal Customers
15899,369,1,56.25,1,2,1,121,Lost
15900,24,1,337.28000000000003,4,2,2,422,Need Attention
15901,17,3,349.75,4,4,2,442,Others
15903,10,7,5126.76,5,5,5,555,Champions
15904,9,1,164.68,5,2,1,521,Need Attention
15906,20,7,1567.69,4,5,4,454,Potential Loyalist
15907,4,3,881.87,5,4,3,543,Others
15909,174,1,191.94,2,2,1,221,Lost
15910,1,8,1228.88,5,5,4,554,Loyal Customers
15912,179,2,264.62,2,3,2,232,Hibernating
15916,17,8,1502.86,4,5,4,454,Potential Loyalist
15917,248,1,123.1,1,2,1,121,Lost
15918,191,2,334.23,1,3,2,132,Hibernating
15919,20,2,525.69,4,3,3,433,Potential Loyalist
15920,155,3,163.55,2,4,1,241,Hibernating
15921,173,1,323.03000000000003,2,2,2,222,Lost
15922,374,1,369.5,1,2,2,122,Lost
15923,373,1,127.08,1,2,1,121,Lost
15925,195,1,207.15,1,2,1,121,Lost
15930,68,1,426.63,3,2,2,322,Need Attention
15932,5,8,2495.87,5,5,5,555,Champions
15933,22,3,1107.46,4,4,4,444,Potential Loyalist
15935,240,1,108.04,1,2,1,121,Lost
15937,65,1,145.35,3,2,1,321,Need Attention
15938,113,5,404.58,2,4,2,242,Hibernating
15939,90,14,6100.01,2,5,5,255,At Risk
15940,312,1,35.8,1,2,1,121,Lost
15942,134,1,337.44,2,2,2,222,Lost
15944,277,1,325.1,1,2,2,122,Lost
15945,366,1,181.0,1,2,1,121,Lost
15947,83,1,1708.24,2,2,4,224,Others
15948,9,2,955.24,5,3,4,534,Others
15949,17,2,364.72,4,3,2,432,Promising
15950,32,4,1744.71,4,4,4,444,Potential Loyalist
15951,9,2,708.22,5,3,3,533,New Customers
15952,34,4,781.91,3,4,3,343,Potential Loyalist
15953,16,8,1657.28,4,5,4,454,Potential Loyalist
15955,25,14,4416.26,4,5,5,455,Potential Loyalist
15957,32,1,428.89,4,2,2,422,Need Attention
15958,75,1,104.35,2,2,1,221,Lost
15963,20,2,470.76,4,3,2,432,Promising
15965,18,4,808.87,4,4,3,443,Potential Loyalist
15967,24,2,397.68,4,3,2,432,Promising
15969,3,3,666.1,5,4,3,543,Others
15970,304,1,314.1,1,2,2,122,Lost
15971,18,12,4194.9,4,5,5,455,Potential Loyalist
15973,367,1,307.82,1,2,2,122,Lost
15974,40,7,3442.15,3,5,5,355,Potential Loyalist
15975,85,1,371.01,2,2,2,222,Lost
15976,166,2,427.64,2,3,2,232,Hibernating
15977,18,2,1054.73,4,3,4,434,Potential Loyalist
15978,78,1,1098.78,2,2,4,224,Others
15980,89,3,2398.86,2,4,5,245,At Risk
15981,25,8,3408.48,4,5,5,455,Potential Loyalist
15983,23,4,1465.12,4,4,4,444,Potential Loyalist
15984,3,10,2780.63,5,5,5,555,Champions
15985,124,2,1142.42,2,3,4,234,Others
15986,31,1,168.12,4,2,1,421,Need Attention
15987,13,7,1432.77,5,5,4,554,Loyal Customers
15988,20,1,156.78,4,2,1,421,Need Attention
15990,45,2,792.11,3,3,3,333,Potential Loyalist
15992,4,1,41.99,5,2,1,521,Need Attention
15993,9,7,2768.97,5,5,5,555,Champions
15994,55,1,414.27,3,2,2,322,Need Attention
15996,89,6,1032.58,2,5,4,254,At Risk
15998,37,5,3080.22,3,4,5,345,Potential Loyalist
16000,3,3,12393.7,5,4,5,545,Loyal Customers
16003,30,5,2735.37,4,4,5,445,Potential Loyalist
16005,13,4,578.71,5,4,3,543,Others
16006,212,1,101.4,1,2,1,121,Lost
16007,48,4,1693.81,3,4,4,344,Potential Loyalist
16008,24,3,478.78,4,4,2,442,Others
16009,23,4,972.11,4,4,4,444,Potential Loyalist
16010,246,3,392.4,1,4,2,142,Hibernating
16011,9,16,3352.96,5,5,5,555,Champions
16012,36,3,1415.29,3,4,4,344,Potential Loyalist
16013,4,47,37130.6,5,5,5,555,Champions
16014,38,3,646.83,3,4,3,343,Potential Loyalist
16015,4,3,704.26,5,4,3,543,Others
16016,4,8,1465.51,5,5,4,554,Loyal Customers
16017,48,1,211.88,3,2,1,321,Need Attention
16018,40,2,408.9,3,3,2,332,Others
16019,47,9,3786.24,3,5,5,355,Potential Loyalist
16020,17,3,851.01,4,4,3,443,Potential Loyalist
16022,261,1,602.63,1,2,3,123,Others
16023,47,3,719.81,3,4,3,343,Potential Loyalist
16024,13,1,245.75,5,2,1,521,Need Attention
16025,30,1,439.66,4,2,2,422,Need Attention
16026,44,1,236.09,3,2,1,321,Need Attention
16027,92,6,934.62,2,5,4,254,At Risk
16029,39,62,72708.09,3,5,5,355,Potential Loyalist
16030,310,1,331.24,1,2,2,122,Lost
16031,93,2,547.9,2,3,3,233,Hibernating
16033,6,20,8778.82,5,5,5,555,Champions
16034,197,3,437.7000000000001,1,4,2,142,Hibernating
16036,88,2,758.9200000000001,2,3,3,233,Hibernating
16037,270,3,855.02,1,4,3,143,Hibernating
16038,8,3,471.78,5,4,2,542,Others
16040,66,3,1313.55,3,4,4,344,Potential Loyalist
16041,31,3,3166.4,4,4,5,445,Potential Loyalist
16042,23,5,1177.47,4,4,4,444,Potential Loyalist
16043,38,4,773.99,3,4,3,343,Potential Loyalist
16045,120,4,1340.7,2,4,4,244,At Risk
16048,374,2,256.44,1,3,2,132,Hibernating
16049,41,3,1074.81,3,4,4,344,Potential Loyalist
16050,174,1,137.9,2,2,1,221,Lost
16052,55,1,362.06,3,2,2,322,Need Attention
16053,33,2,1511.95,4,3,4,434,Potential Loyalist
16054,146,1,783.9,2,2,3,223,Others
16055,221,1,134.8,1,2,1,121,Lost
16056,46,1,650.75,3,2,3,323,Others
16057,17,7,2263.12,4,5,5,455,Potential Loyalist
16059,66,6,1453.16,3,5,4,354,Potential Loyalist
16062,10,4,1153.62,5,4,4,544,Loyal Customers
16063,261,1,335.32,1,2,2,122,Lost
16065,366,1,367.14,1,2,2,122,Lost
16066,17,5,1521.04,4,4,4,444,Potential Loyalist
16070,23,2,852.15,4,3,3,433,Potential Loyalist
16071,45,1,326.24,3,2,2,322,Need Attention
16072,289,1,584.3199999999999,1,2,3,123,Others
16073,298,1,122.4,1,2,1,121,Lost
16076,4,10,2234.73,5,5,5,555,Champions
16078,284,1,79.2,1,2,1,121,Lost
16079,17,3,1352.0,4,4,4,444,Potential Loyalist
16080,82,2,217.16,2,3,1,231,Hibernating
16081,57,5,2799.42,3,4,5,345,Potential Loyalist
16083,101,2,1317.62,2,3,4,234,Others
16084,300,1,436.18,1,2,2,122,Lost
16085,24,5,981.51,4,4,4,444,Potential Loyalist
16086,60,5,1121.39,3,4,4,344,Potential Loyalist
16091,155,2,315.06,2,3,2,232,Hibernating
16092,115,3,817.86,2,4,3,243,Hibernating
16093,107,1,17.0,2,2,1,221,Lost
16094,12,4,1078.23,5,4,4,544,Loyal Customers
16096,265,1,320.62,1,2,2,122,Lost
16097,241,1,185.05,1,2,1,121,Lost
16098,88,7,2005.63,2,5,4,254,At Risk
16099,51,3,731.9,3,4,3,343,Potential Loyalist
16101,71,1,1290.7,3,2,4,324,Others
16102,43,3,1842.14,3,4,4,344,Potential Loyalist
16103,8,6,1429.64,5,5,4,554,Loyal Customers
16104,62,1,298.21,3,2,2,322,Need Attention
16105,249,1,336.96,1,2,2,122,Lost
16106,66,1,108.38,3,2,1,321,Need Attention
16107,18,7,3204.16,4,5,5,455,Potential Loyalist
16108,85,1,842.5,2,2,3,223,Others
16109,219,2,611.88,1,3,3,133,Hibernating
16110,46,3,1320.95,3,4,4,344,Potential Loyalist
16112,144,4,195.74,2,4,1,241,Hibernating
16113,184,1,161.38,1,2,1,121,Lost
16114,171,1,135.75,2,2,1,221,Lost
16115,10,8,1660.88,5,5,4,554,Loyal Customers
16116,212,1,612.78,1,2,3,123,Others
16117,190,1,232.21,1,2,1,121,Lost
16119,9,2,423.36,5,3,2,532,New Customers
16120,60,4,1309.14,3,4,4,344,Potential Loyalist
16121,58,2,854.66,3,3,3,333,Potential Loyalist
16122,74,4,684.42,2,4,3,243,Hibernating
16123,52,1,307.78,3,2,2,322,Need Attention
16124,318,1,249.0,1,2,2,122,Lost
16125,368,1,289.35,1,2,2,122,Lost
16126,30,4,6287.77,4,4,5,445,Potential Loyalist
16127,40,1,656.25,3,2,3,323,Others
16128,18,5,1880.22,4,4,4,444,Potential Loyalist
16131,52,6,3506.54,3,5,5,355,Potential Loyalist
16133,4,33,14589.04,5,5,5,555,Champions
16134,22,2,618.09,4,3,3,433,Potential Loyalist
16135,263,1,517.55,1,2,3,123,Others
16136,60,3,709.38,3,4,3,343,Potential Loyalist
16139,19,3,635.41,4,4,3,443,Potential Loyalist
16140,66,2,725.18,3,3,3,333,Potential Loyalist
